word,start,end,duration,sentence_idx,word_idx,layer,richness,richness_normalized,pre_gap,word_length
everyone,174.493,174.873,0.3799999999999954,44,10,36,3.5948219299316406,0.20733642151594664,0.060000000000002274,8
to,174.893,174.994,0.100999999999999,44,11,36,0.8037624955177307,0.04620760118105754,0.020000000000010232,2
see.,175.034,175.254,0.2199999999999988,44,12,36,1.5866948366165161,0.09140655429821715,0.03999999999999204,4
So,176.155,176.275,0.1200000000000045,45,0,36,3.513855314108155,0.20266219095915955,0.0,2
where,176.295,176.475,0.1800000000000068,45,1,36,7.047050476074219,0.4066347618908408,0.01999999999998181,5
I,176.535,176.595,0.0600000000000022,45,2,36,6.001931190490723,0.3462996663644094,0.060000000000002274,1
started,176.655,177.076,0.4209999999999922,45,3,36,4.845097541809082,0.27951526226413625,0.060000000000002274,7
was,177.496,177.636,0.1399999999999863,45,4,36,2.6540963649749756,0.15302801135764804,0.4200000000000159,3
with,177.676,177.836,0.160000000000025,45,5,36,2.25449538230896,0.12995890929993492,0.03999999999999204,4
connection,177.876,178.377,0.5010000000000048,45,6,36,10.914070129394531,0.629879135431806,0.03999999999999204,10
because,178.837,179.478,0.6410000000000196,45,7,36,7.5865797996521,0.4377819751577054,0.45999999999997954,7
by,179.638,179.758,0.1200000000000045,45,8,36,6.614287853240967,0.38165122694981685,0.1599999999999966,2
the,179.778,179.858,0.0800000000000125,45,9,36,1.2759976387023926,0.07346989828724589,0.01999999999998181,3
time,179.898,180.079,0.1810000000000116,45,10,36,0.2219458818435669,0.012619128124322431,0.03999999999999204,4
you're,180.119,180.279,0.1599999999999966,45,11,36,2.402620792388916,0.1385102401291965,0.03999999999999204,6
a,180.299,180.319,0.0199999999999818,45,12,36,2.7110037803649902,0.1563132960051339,0.020000000000010232,1
social,180.339,180.579,0.2400000000000091,45,13,36,7.677998065948486,0.4430595830881473,0.020000000000010232,6
worker,180.619,180.879,0.2599999999999909,45,14,36,0.8358336687088013,0.04805908103108024,0.03999999999999204,6
for,180.899,181.08,0.1810000000000116,45,15,36,6.105543613433838,0.3522812471487575,0.020000000000010232,3
10,181.1,181.14,0.039999999999992,45,16,36,3.9483723640441895,0.22774700957976027,0.01999999999998181,2
"years,",181.86,182.181,0.3209999999999979,45,17,36,0.4645070731639862,0.02662226905875818,0.7200000000000273,6
what,182.241,182.401,0.1599999999999966,45,18,36,4.965810775756836,0.2864840787447124,0.060000000000002274,4
you,182.441,182.581,0.1399999999999863,45,19,36,1.0833442211151123,0.0623479502819209,0.03999999999999204,3
realize,182.621,183.162,0.5409999999999968,45,20,36,4.964885711669922,0.2864306744770638,0.040000000000020464,7
is,183.982,184.083,0.100999999999999,45,21,36,0.19851802289485931,0.011266629775905816,0.8199999999999932,2
that,184.143,184.543,0.4000000000000057,45,22,36,0.5180940628051758,0.029715864386654134,0.060000000000002274,4
connection,184.963,185.404,0.4410000000000025,45,23,36,3.8000965118408203,0.21918699367501254,0.4199999999999875,10
is,185.444,185.524,0.0800000000000125,45,24,36,0.6572667360305786,0.03775035064057051,0.03999999999999204,2
why,185.564,185.704,0.1400000000000147,45,25,36,8.580806732177734,0.4951790376522455,0.03999999999999204,3
we're,185.744,185.904,0.1599999999999966,45,26,36,1.7753620147705078,0.10229837533113206,0.03999999999999204,5
here.,185.944,186.125,0.1810000000000116,45,27,36,0.8723820447921753,0.050169031342728314,0.03999999999999204,5
It's,186.965,187.086,0.1210000000000093,46,0,36,3.513855314108155,0.20266219095915955,0.0,4
what,187.146,187.286,0.1400000000000147,46,1,36,5.7573652267456055,0.3321807892289281,0.05999999999997385,4
gives,187.326,187.526,0.200000000000017,46,2,36,6.81799840927124,0.3934115073573944,0.03999999999999204,5
purpose,187.586,187.926,0.339999999999975,46,3,36,9.247379302978516,0.533660501241457,0.060000000000002274,7
and,187.966,188.026,0.0600000000000022,46,4,36,1.8024146556854248,0.1038601335881644,0.040000000000020464,3
meaning,188.066,188.327,0.2609999999999957,46,5,36,1.1297612190246582,0.06502761952308225,0.03999999999999204,7
to,188.387,188.487,0.0999999999999943,46,6,36,0.0986853837966919,0.00550325721190153,0.060000000000002274,2
our,188.567,188.667,0.0999999999999943,46,7,36,1.8762470483779907,0.10812250299182906,0.0800000000000125,3
lives.,188.687,189.027,0.339999999999975,46,8,36,0.7069209814071655,0.040616907290529,0.020000000000010232,6
This,190.202,190.542,0.3400000000000034,47,0,36,3.513855314108155,0.20266219095915955,0.0,4
is,190.763,190.983,0.2199999999999988,47,1,36,1.2546899318695068,0.07223979704909525,0.22100000000000364,2
what,191.023,191.143,0.1200000000000045,47,2,36,3.3304762840270996,0.19207565653184047,0.03999999999999204,4
it's,191.163,191.283,0.1199999999999761,47,3,36,2.7089719772338867,0.15619599931211806,0.020000000000010232,4
all,191.343,191.484,0.1410000000000195,47,4,36,1.7832425832748413,0.10275332325915358,0.060000000000002274,3
about.,191.524,191.804,0.2800000000000011,47,5,36,0.5725815892219543,0.03286144801208676,0.03999999999999204,6
It,191.924,191.984,0.0600000000000022,48,0,36,3.513855314108155,0.20266219095915955,0.0,2
doesn't,192.004,192.204,0.200000000000017,48,1,36,2.0709080696105957,0.11936035064553939,0.01999999999998181,7
matter,192.244,192.405,0.1610000000000013,48,2,36,1.5076682567596436,0.0868443226845028,0.03999999999999204,6
whether,192.445,192.625,0.1800000000000068,48,3,36,2.762866258621216,0.1593073346981237,0.03999999999999204,7
you,192.645,192.765,0.1199999999999761,48,4,36,1.1404359340667725,0.06564387449097696,0.020000000000010232,3
talk,192.785,192.965,0.1800000000000068,48,5,36,5.964137077331543,0.3441177992232603,0.020000000000010232,4
to,192.985,193.045,0.0599999999999738,48,6,36,1.5348734855651855,0.08841488989289986,0.020000000000010232,2
people,193.085,193.286,0.2009999999999934,48,7,36,2.946101188659668,0.16988555018046134,0.040000000000020464,6
who,193.306,193.386,0.079999999999984,48,8,36,1.7515265941619873,0.10092234830803025,0.020000000000010232,3
work,193.426,193.546,0.1200000000000045,48,9,36,3.502779006958008,0.20202275194085542,0.03999999999999204,4
in,193.586,193.646,0.0599999999999738,48,10,36,0.841393768787384,0.04838006751942211,0.040000000000020464,2
social,193.686,193.967,0.2810000000000059,48,11,36,6.3532538414001465,0.3665816437382981,0.040000000000020464,6
justice,194.007,194.387,0.3799999999999954,48,12,36,3.4781079292297363,0.20059848214504525,0.03999999999999204,7
and,194.427,194.507,0.0800000000000125,48,13,36,3.247046947479248,0.1872592522612877,0.03999999999999204,3
mental,194.527,194.767,0.2400000000000091,48,14,36,7.029314041137695,0.40561083140658416,0.01999999999998181,6
health,194.808,195.128,0.3199999999999932,48,15,36,0.02754802070558071,0.0013964727933130487,0.04099999999999682,6
and,195.689,195.769,0.0800000000000125,48,16,36,2.794718027114868,0.161146148239563,0.561000000000007,3
abuse,195.809,196.089,0.2800000000000011,48,17,36,6.620416641235352,0.38200504398697543,0.03999999999999204,5
and,196.149,196.229,0.0800000000000125,48,18,36,1.512959599494934,0.08714979371905424,0.060000000000002274,3
"neglect,",196.269,196.71,0.4410000000000025,48,19,36,3.066368579864502,0.17682862800626864,0.03999999999999204,8
what,196.77,196.91,0.1399999999999863,48,20,36,4.731846332550049,0.272977231033268,0.060000000000002274,4
we,196.95,197.07,0.1200000000000045,48,21,36,2.751469135284424,0.15864937485111164,0.03999999999999204,2
know,197.11,197.351,0.2409999999999854,48,22,36,2.2075726985931396,0.12725004664339143,0.040000000000020464,4
is,197.891,197.971,0.0800000000000125,48,23,36,0.24255068600177765,0.013808650549501846,0.539999999999992,2
that,198.031,198.171,0.1399999999999863,48,24,36,0.28516685962677,0.01626889689851009,0.060000000000002274,4
"connection,",198.252,198.812,0.5600000000000023,48,25,36,6.959234237670898,0.4015651002685523,0.08100000000001728,11
the,199.153,199.233,0.0800000000000125,48,26,36,2.2457094192504883,0.12945169263315165,0.34099999999997976,3
ability,199.293,199.613,0.3199999999999932,48,27,36,3.872347116470337,0.22335804591019404,0.060000000000002274,7
to,199.633,199.693,0.0600000000000022,48,28,36,0.08165264129638672,0.004519951133821395,0.020000000000010232,2
feel,199.733,199.914,0.1809999999999831,48,29,36,3.3501973152160645,0.1932141584397845,0.03999999999999204,4
connected,199.934,200.434,0.5,48,30,36,0.7835216522216797,0.04503909034153079,0.020000000000010232,9
is,202.076,202.296,0.2199999999999988,48,31,36,4.432503700256348,0.2556960779977172,1.641999999999996,2
"neurobiologically,",202.316,204.119,1.8029999999999973,48,32,36,4.689289093017578,0.27052038696967456,0.020000000000010232,18
that's,204.199,204.359,0.1599999999999966,48,33,36,2.6335363388061523,0.15184107398118454,0.0800000000000125,6
how,204.399,204.499,0.0999999999999943,48,34,36,3.279374122619629,0.1891255111918227,0.03999999999999204,3
we're,204.519,204.679,0.1599999999999966,48,35,36,1.5031452178955078,0.0865832060964714,0.020000000000010232,5
"wired,",204.699,205.06,0.36099999999999,48,36,36,1.2443277835845947,0.07164158666751172,0.020000000000010232,6
it's,205.1,205.2,0.0999999999999943,48,37,36,1.5802665948867798,0.09103544969400529,0.03999999999999204,4
why,205.24,205.42,0.1799999999999784,48,38,36,4.365638732910156,0.25183594045375085,0.040000000000020464,3
we're,205.46,205.62,0.1599999999999966,48,39,36,0.789975643157959,0.045411681456285435,0.040000000000020464,5
here.,205.66,205.861,0.2009999999999934,48,40,36,1.408764123916626,0.08113455310570233,0.03999999999999204,5
So,206.461,206.561,0.0999999999999943,49,0,36,3.513855314108155,0.20266219095915955,0.0,2
I,206.601,206.642,0.0409999999999968,49,1,36,2.4345972537994385,0.14035625223557913,0.03999999999999204,1
"thought,",206.662,206.842,0.1800000000000068,49,2,36,2.5970325469970703,0.14973369753501337,0.020000000000010232,8
you,206.862,206.942,0.0800000000000125,49,3,36,4.11137580871582,0.23715725445904157,0.01999999999998181,3
know,206.962,207.062,0.1000000000000227,49,4,36,0.16331590712070465,0.009234399534569946,0.01999999999998181,4
"what,",207.082,207.242,0.1599999999999966,49,5,36,1.462101697921753,0.08421374958321326,0.01999999999998181,5
I'm,207.302,207.382,0.0800000000000125,49,6,36,1.2944759130477905,0.07453665541552024,0.060000000000002274,3
gonna,207.402,207.523,0.1210000000000093,49,7,36,1.8711743354797363,0.10782965353290488,0.01999999999998181,5
start,207.563,207.763,0.200000000000017,49,8,36,4.4488301277160645,0.2566386082657693,0.03999999999999204,5
with,207.783,207.903,0.1200000000000045,49,9,36,3.4027669429779053,0.19624902111675518,0.01999999999998181,4
connection.,207.943,208.364,0.4209999999999922,49,10,36,7.166362762451172,0.41352270118669954,0.040000000000020464,11
"Well,",210.142,210.262,0.1200000000000045,50,0,36,3.513855314108155,0.20266219095915955,0.0,5
you,210.282,210.342,0.0600000000000022,50,1,36,3.2033605575561523,0.18473722195759532,0.020000000000010232,3
know,210.382,210.803,0.4209999999999922,50,2,36,1.8140385150909424,0.10453118298634496,0.03999999999999204,4
that,211.344,211.504,0.1599999999999966,50,3,36,3.9302635192871094,0.2267015797485791,0.5409999999999968,4
situation,211.564,212.065,0.5010000000000048,50,4,36,7.670562744140625,0.4426303394049283,0.060000000000002274,9
where,212.105,212.225,0.1200000000000045,50,5,36,1.8171863555908203,0.10471290890020184,0.03999999999999204,5
you,212.245,212.325,0.079999999999984,50,6,36,0.9159740805625916,0.052685614548760404,0.020000000000010232,3
get,212.345,212.425,0.0800000000000125,50,7,36,3.252248764038086,0.1875595549189056,0.020000000000010232,3
an,212.465,212.525,0.0600000000000022,50,8,36,3.5536088943481445,0.2049571788082818,0.03999999999999204,2
evaluation,212.545,213.186,0.6410000000000196,50,9,36,7.6711907386779785,0.44266659374538875,0.01999999999998181,10
from,213.226,213.347,0.1210000000000093,50,10,36,2.271078109741211,0.1309162358534824,0.03999999999999204,4
your,213.387,213.507,0.1200000000000045,50,11,36,2.124180316925049,0.1224357757907473,0.03999999999999204,4
boss.,213.547,214.949,1.4020000000000152,50,12,36,3.7991507053375244,0.2191323919405378,0.03999999999999204,5
And,214.969,215.029,0.0600000000000022,51,0,36,3.513855314108155,0.20266219095915955,0.0,3
she,215.089,215.209,0.1200000000000045,51,1,36,5.4300432205200195,0.3132843773207908,0.060000000000002274,3
tells,215.249,215.45,0.2009999999999934,51,2,36,6.285526752471924,0.3626717356191211,0.03999999999999204,5
you,215.47,215.55,0.0800000000000125,51,3,36,3.1396217346191406,0.18105755780471364,0.020000000000010232,3
37,215.89,216.051,0.1610000000000013,51,4,36,13.37626838684082,0.7720226870026627,0.339999999999975,2
things,216.071,216.231,0.1599999999999966,51,5,36,3.2080941200256348,0.18501049214571275,0.020000000000010232,6
that,216.251,216.351,0.0999999999999943,51,6,36,1.621577262878418,0.09342032875414494,0.020000000000010232,4
you,216.371,216.451,0.079999999999984,51,7,36,1.5124233961105347,0.08711883851339915,0.020000000000010232,3
do,216.491,216.571,0.079999999999984,51,8,36,4.545412063598633,0.26221431661598793,0.040000000000020464,2
really,216.611,216.832,0.2210000000000036,51,9,36,6.575577735900879,0.3794164785725064,0.03999999999999204,6
awesome.,216.972,217.292,0.3199999999999932,51,10,36,5.550634860992432,0.32024617416824813,0.14000000000001478,8
And,217.312,217.393,0.0809999999999888,52,0,36,3.513855314108155,0.20266219095915955,0.0,3
one,217.493,217.593,0.0999999999999943,52,1,36,5.932107925415039,0.3422687452758595,0.09999999999999432,3
thing,217.633,217.813,0.1799999999999784,52,2,36,2.9680981636047363,0.17115544310360478,0.040000000000020464,5
that,217.833,217.953,0.1200000000000045,52,3,36,1.66321861743927,0.0958242984635703,0.020000000000010232,4
you,217.973,218.074,0.100999999999999,52,4,36,3.6593551635742188,0.21106194727187091,0.020000000000010232,3
"can't,",218.094,218.274,0.1800000000000068,52,5,36,3.081561326980591,0.1777057105184781,0.01999999999998181,6
you,218.314,218.374,0.0600000000000022,52,6,36,2.385591983795166,0.13752716115689373,0.03999999999999204,3
"know,",218.394,218.494,0.0999999999999943,52,7,36,0.7952728867530823,0.04571749314950292,0.020000000000010232,5
an,218.514,218.554,0.039999999999992,52,8,36,6.82795524597168,0.3939863189619154,0.020000000000010232,2
opportunity,218.614,219.075,0.4609999999999843,52,9,36,6.4395751953125,0.37156500516518537,0.060000000000002274,11
for,219.095,219.195,0.0999999999999943,52,10,36,2.5317587852478027,0.1459654208369972,0.020000000000010232,3
growth.,219.235,219.516,0.2809999999999775,52,11,36,4.397089958190918,0.25365163049785777,0.040000000000020464,7
And,222.284,222.364,0.0800000000000125,53,0,36,3.513855314108155,0.20266219095915955,0.0,3
all,222.404,222.544,0.1400000000000147,53,1,36,5.5584869384765625,0.320699477299882,0.03999999999999204,3
you,222.564,222.644,0.0800000000000125,53,2,36,4.2732744216918945,0.2465037170248477,0.01999999999998181,3
can,222.664,222.764,0.1000000000000227,53,3,36,2.582460880279541,0.1488924702076556,0.01999999999998181,3
think,222.804,222.944,0.1399999999999863,53,4,36,3.2984042167663574,0.19022412506686837,0.03999999999999204,5
about,222.984,223.185,0.2009999999999934,53,5,36,0.6376398205757141,0.03661728206630025,0.040000000000020464,5
is,223.245,223.305,0.0600000000000022,53,6,36,0.23907770216464996,0.013608153999045539,0.060000000000002274,2
that,223.325,223.465,0.1400000000000147,53,7,36,3.1447486877441406,0.18135353857056824,0.01999999999998181,4
opportunity,223.525,223.965,0.4399999999999977,53,8,36,7.947412490844727,0.4586129704254003,0.060000000000002274,11
for,224.005,224.105,0.0999999999999943,53,9,36,3.4088499546051025,0.19660019546850435,0.03999999999999204,3
"growth,",224.125,224.445,0.3199999999999932,53,10,36,3.218291759490967,0.18559920537660618,0.020000000000010232,7
right?,224.786,225.046,0.2599999999999909,53,11,36,2.828407049179077,0.16309102706102813,0.3410000000000082,6
"Well,",225.746,226.006,0.2599999999999909,54,0,36,3.513855314108155,0.20266219095915955,0.0,5
apparently,226.186,226.687,0.5010000000000048,54,1,36,7.220773696899414,0.4166638631314667,0.18000000000000682,10
this,226.847,226.987,0.1399999999999863,54,2,36,3.5589261054992676,0.20526414323536926,0.1599999999999966,4
is,227.027,227.087,0.0600000000000022,54,3,36,1.1363126039505005,0.06540583322632516,0.03999999999999204,2
the,227.127,227.207,0.079999999999984,54,4,36,1.8738586902618408,0.10798462225699143,0.040000000000020464,3
way,227.227,227.347,0.1200000000000045,54,5,36,3.400559902191162,0.1961216078936564,0.020000000000010232,3
my,227.427,227.527,0.0999999999999943,54,6,36,5.451983451843262,0.3145509944151455,0.07999999999998408,2
work,227.567,227.747,0.1800000000000068,54,7,36,5.7430830001831055,0.3313562713811903,0.040000000000020464,4
went,227.787,227.968,0.1809999999999831,54,8,36,4.343565940856934,0.2505616705828981,0.03999999999999204,4
as,228.108,228.188,0.079999999999984,54,9,36,5.963596343994141,0.3440865825018616,0.14000000000001478,2
well.,228.248,228.508,0.2600000000000193,54,10,36,0.6331464052200317,0.03635787565359238,0.060000000000002274,5
Because,228.628,229.048,0.4200000000000159,55,0,36,3.513855314108155,0.20266219095915955,0.0,7
when,229.248,229.428,0.1800000000000068,55,1,36,6.038983345031738,0.3484386999795476,0.19999999999998863,4
you,229.468,229.609,0.1410000000000195,55,2,36,1.264064908027649,0.072781017644545,0.03999999999999204,3
ask,229.809,230.009,0.1999999999999886,55,3,36,5.2541632652282715,0.3031307670582192,0.19999999999998863,3
people,230.069,230.329,0.2600000000000193,55,4,36,2.3662827014923096,0.13641242965364792,0.060000000000002274,6
about,230.369,230.569,0.1999999999999886,55,5,36,2.386507034301758,0.13757998733710902,0.03999999999999204,5
"love,",230.609,230.929,0.3199999999999932,55,6,36,3.5333635807037354,0.203788409894008,0.040000000000020464,5
they,231.81,231.97,0.1599999999999966,55,7,36,1.095201015472412,0.06303244709491918,0.8810000000000002,4
tell,232.01,232.21,0.200000000000017,55,8,36,3.3435611724853516,0.19283105163933822,0.03999999999999204,4
you,232.25,232.37,0.1200000000000045,55,9,36,0.06933780014514923,0.003809011121994983,0.03999999999999204,3
about,232.47,232.67,0.1999999999999886,55,10,36,2.3375566005706787,0.1347540619753203,0.09999999999999432,5
heartbreak.,232.71,233.171,0.4609999999999843,55,11,36,3.1468467712402344,0.18147466165183312,0.040000000000020464,11
When,233.391,233.511,0.1200000000000045,56,0,36,3.513855314108155,0.20266219095915955,0.0,4
you,233.531,233.631,0.0999999999999943,56,1,36,1.9279166460037231,0.11110540661973439,0.020000000000010232,3
ask,233.711,233.871,0.1599999999999966,56,2,36,5.059575080871582,0.29189712430238685,0.0800000000000125,3
people,233.891,234.171,0.2800000000000011,56,3,36,2.9445903301239014,0.16979832779796408,0.01999999999998181,6
about,234.291,234.692,0.4010000000000104,56,4,36,2.1298608779907227,0.12276371653327202,0.12000000000000455,5
"belonging,",235.152,235.692,0.5400000000000205,56,5,36,6.024590969085693,0.34760782317004335,0.45999999999997954,10
they'll,236.132,236.353,0.2210000000000036,56,6,36,1.996948480606079,0.11509063815507305,0.4399999999999977,7
tell,236.373,236.533,0.1599999999999966,56,7,36,1.6854088306427002,0.09710534709777797,0.01999999999998181,4
you,236.553,236.633,0.0800000000000125,56,8,36,0.003750791307538748,2.265056191709536e-05,0.020000000000010232,3
their,236.673,236.773,0.0999999999999943,56,9,36,4.409381866455078,0.254361246586232,0.03999999999999204,5
most,236.813,236.973,0.160000000000025,56,10,36,3.780405044555664,0.21805019850139543,0.03999999999999204,4
excruciating,237.113,237.834,0.7210000000000036,56,11,36,10.085247993469238,0.5820309486886495,0.13999999999998636,12
experiences,237.954,238.634,0.6799999999999784,56,12,36,2.0414040088653564,0.11765707107923822,0.12000000000000455,11
of,238.814,238.894,0.0800000000000125,56,13,36,2.029921293258667,0.11699416996107001,0.18000000000000682,2
being,238.954,239.174,0.2199999999999988,56,14,36,1.5463236570358276,0.08907591222690982,0.060000000000002274,5
excluded.,239.234,239.735,0.5010000000000048,56,15,36,2.142167091369629,0.12347415846083669,0.060000000000002274,9
And,240.175,240.235,0.0600000000000022,57,0,36,3.513855314108155,0.20266219095915955,0.0,3
when,240.275,240.355,0.079999999999984,57,1,36,4.081986427307129,0.23546059537025044,0.03999999999999204,4
you,240.375,240.495,0.1200000000000045,57,2,36,2.113558292388916,0.12182256266387072,0.020000000000010232,3
ask,240.575,240.775,0.200000000000017,57,3,36,4.660757064819336,0.268873223176364,0.07999999999998408,3
people,240.795,241.076,0.2810000000000059,57,4,36,3.2576138973236084,0.18786928590728108,0.01999999999998181,6
about,241.196,241.476,0.2800000000000011,57,5,36,2.041508674621582,0.11766311346931496,0.12000000000000455,5
"connection,",241.556,242.176,0.6199999999999761,57,6,36,6.048553466796875,0.3489911863979536,0.0800000000000125,11
the,242.656,242.757,0.100999999999999,57,7,36,3.0258378982543945,0.17448877782798788,0.4800000000000182,3
stories,242.797,243.157,0.3600000000000136,57,8,36,6.613076686859131,0.38158130589835937,0.03999999999999204,7
they,243.177,243.317,0.1400000000000147,57,9,36,1.1828047037124634,0.06808983812323634,0.01999999999998181,4
told,243.377,243.557,0.1799999999999784,57,10,36,6.449959754943848,0.3721645093615006,0.060000000000002274,4
me,243.597,243.677,0.079999999999984,57,11,36,1.4177887439727783,0.0816555475229795,0.040000000000020464,2
were,243.717,243.877,0.1599999999999966,57,12,36,1.1792428493499756,0.0678842110468094,0.040000000000020464,4
about,243.897,244.097,0.200000000000017,57,13,36,2.376540184020996,0.1370045976451547,0.01999999999998181,5
disconnection.,244.137,244.838,0.7009999999999934,57,14,36,2.665257692337036,0.15367235862200432,0.03999999999999204,14
So,246.239,246.399,0.1599999999999966,58,0,36,3.513855314108155,0.20266219095915955,0.0,2
very,246.479,246.739,0.2599999999999909,58,1,36,7.439342498779297,0.4292819151781838,0.0800000000000125,4
"quickly,",246.799,247.119,0.3199999999999932,58,2,36,2.0918922424316406,0.1205717741539995,0.060000000000002274,8
really,247.159,247.399,0.2400000000000091,58,3,36,8.444002151489258,0.48728126219431367,0.03999999999999204,6
about,247.439,247.619,0.1800000000000068,58,4,36,7.336976051330566,0.4233722649873233,0.03999999999999204,5
six,247.68,247.86,0.1800000000000068,58,5,36,4.276566028594971,0.24669374262256852,0.06100000000000705,3
weeks,247.9,248.1,0.1999999999999886,58,6,36,2.1596999168395996,0.12448633450061605,0.03999999999999204,5
into,248.14,248.3,0.160000000000025,58,7,36,3.4306933879852295,0.19786122438433706,0.03999999999999204,4
this,248.34,248.46,0.1200000000000045,58,8,36,2.563100814819336,0.14777480697528372,0.03999999999999204,4
"research,",248.52,248.94,0.4199999999999875,58,9,36,3.4689319133758545,0.20006874759633592,0.060000000000002274,9
I,249.14,249.2,0.0600000000000022,58,10,36,1.3177303075790405,0.07587913960350358,0.19999999999998863,1
ran,249.24,249.461,0.2210000000000036,58,11,36,5.380871772766113,0.31044569274350975,0.040000000000020464,3
into,249.501,249.861,0.3599999999999852,58,12,36,0.778958261013031,0.044775644198783,0.03999999999999204,4
this,250.001,250.181,0.1800000000000068,58,13,36,2.4228057861328125,0.13967552675488387,0.14000000000001478,4
unnamed,250.361,250.841,0.4800000000000182,58,14,36,12.974119186401367,0.7488064754571588,0.1799999999999784,7
thing.,250.922,251.182,0.2599999999999909,58,15,36,4.040989875793457,0.23309385036233427,0.08099999999998886,6
that,251.927,252.067,0.1400000000000147,59,0,36,3.513855314108155,0.20266219095915955,0.0,4
absolutely,252.227,252.767,0.539999999999992,59,1,36,9.831110000610352,0.56735947502287,0.1599999999999966,10
unravelled,252.928,253.488,0.5600000000000023,59,2,36,5.006250858306885,0.2888186986081203,0.16100000000000136,10
connection,253.548,254.028,0.4799999999999897,59,3,36,13.07762622833252,0.7547819725594707,0.060000000000002274,10
in,255.309,255.389,0.0800000000000125,59,4,36,4.2205586433410645,0.243460417024148,1.281000000000006,2
a,255.429,255.449,0.0200000000000102,59,5,36,2.077436685562134,0.11973724988807084,0.03999999999999204,1
way,255.489,255.609,0.1200000000000045,59,6,36,1.893229365348816,0.10910289798676288,0.03999999999999204,3
that,255.649,255.749,0.0999999999999943,59,7,36,0.31097373366355896,0.017758736605543078,0.03999999999999204,4
I,255.849,255.909,0.0600000000000022,59,8,36,2.3049778938293457,0.13287328203902002,0.09999999999999432,1
didn't,255.929,256.109,0.1799999999999784,59,9,36,1.339559555053711,0.07713934956213908,0.020000000000010232,6
understand,256.149,256.63,0.4809999999999945,59,10,36,3.521233081817627,0.20308811202449928,0.040000000000020464,10
or,256.69,256.75,0.0600000000000022,59,11,36,4.157732009887695,0.23983341388364354,0.060000000000002274,2
had,256.79,256.89,0.0999999999999659,59,12,36,4.729056358337402,0.2728161648631587,0.040000000000020464,3
never,256.93,257.15,0.2199999999999704,59,13,36,3.0992302894592285,0.1787257457945532,0.040000000000020464,5
seen.,257.21,257.49,0.2800000000000295,59,14,36,2.998265266418457,0.17289700031638297,0.060000000000002274,5
And,258.231,258.331,0.1000000000000227,60,0,36,3.513855314108155,0.20266219095915955,0.0,3
so,258.371,258.511,0.1400000000000432,60,1,36,4.205244064331055,0.24257630111483325,0.03999999999996362,2
I,258.571,258.651,0.079999999999984,60,2,36,2.4366912841796875,0.1404771413290734,0.060000000000002274,1
pulled,258.691,258.911,0.2200000000000272,60,3,36,7.062211990356445,0.4075100413208178,0.03999999999996362,6
back,258.951,259.091,0.1399999999999863,60,4,36,3.5606417655944824,0.20536318888227634,0.040000000000020464,4
out,259.131,259.211,0.0800000000000409,60,5,36,4.762049674987793,0.2747208803719953,0.03999999999996362,3
of,259.231,259.271,0.0400000000000204,60,6,36,0.7171817421913147,0.041209264536850275,0.01999999999998181,2
the,259.291,259.371,0.079999999999984,60,7,36,0.5270070433616638,0.03023041381724922,0.01999999999998181,3
research,259.411,259.752,0.3410000000000082,60,8,36,9.53292179107666,0.550144967209988,0.040000000000020464,8
and,259.812,259.872,0.0600000000000022,60,9,36,1.645310878753662,0.0947904785550081,0.060000000000002274,3
"thought,",259.892,260.132,0.2400000000000091,60,10,36,2.6989898681640625,0.15561972872502727,0.01999999999998181,8
I,260.172,260.212,0.0399999999999636,60,11,36,2.838057518005371,0.16364815194288715,0.040000000000020464,1
need,260.252,260.372,0.1200000000000045,60,12,36,3.071195602416992,0.17710729367709696,0.040000000000020464,4
to,260.392,260.452,0.0600000000000022,60,13,36,0.12507319450378418,0.0070266345925580525,0.01999999999998181,2
figure,260.472,260.672,0.2000000000000454,60,14,36,3.5455727577209473,0.2044932498790642,0.01999999999998181,6
out,260.692,260.772,0.079999999999984,60,15,36,0.12102831155061722,0.006793122109591758,0.01999999999998181,3
what,260.792,260.892,0.1000000000000227,60,16,36,1.2589364051818848,0.07248494741277811,0.01999999999998181,4
this,260.932,261.072,0.1399999999999863,60,17,36,2.584433078765869,0.1490063259040446,0.040000000000020464,4
is.,261.212,261.433,0.2210000000000036,60,18,36,1.5079342126846313,0.08685967641145179,0.13999999999998636,3
And,262.533,262.733,0.1999999999999886,61,0,36,3.513855314108155,0.20266219095915955,0.0,3
it,262.933,263.013,0.079999999999984,61,1,36,3.3685250282287598,0.19427222361057947,0.19999999999998863,2
turned,263.053,263.274,0.2210000000000036,61,2,36,6.42185115814209,0.37054179040822705,0.040000000000020464,6
out,263.334,263.434,0.1000000000000227,61,3,36,0.10481539368629456,0.005857144789490966,0.060000000000002274,3
to,263.474,263.574,0.1000000000000227,61,4,36,1.2891225814819336,0.07422760574447688,0.03999999999996362,2
be,263.614,263.794,0.1800000000000068,61,5,36,0.03975960984826088,0.002101452031201466,0.03999999999996362,2
shame.,264.114,264.454,0.3400000000000318,61,6,36,6.884822845458984,0.3972693050236545,0.3199999999999932,6
And,266.335,266.395,0.0600000000000022,62,0,36,3.513855314108155,0.20266219095915955,0.0,3
shame,266.435,266.636,0.2010000000000218,62,1,36,10.968295097351074,0.6330095614670973,0.040000000000020464,5
is,266.696,266.776,0.079999999999984,62,2,36,3.42047119140625,0.19727109346283334,0.060000000000002274,2
